prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
Print the current date and time in ISO 8601 format.,"date +""%Y-%m-%dT%H:%M:%SZ""",date --iso-8601=seconds,False,True,True,True,1.0,2.0,2.0,True,4.0,Correct tool and format but uses manual formatting instead of the --iso-8601=seconds flag.
Create a new user named devuser with a home directory and default shell /bin/bash.,sudo useradd -m -s /bin/bash devuser,sudo useradd -m -s /bin/bash devuser,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, flags, and arguments; all constraints are honored."
Change the permissions of script.sh to be executable by the owner only.,chmod 700 script.sh,chmod 700 script.sh,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, and correct arguments to set permissions as specified."
"Append the line ""export PATH=$PATH:/opt/tools"" to the end of ~/.bashrc if it is not already present.","echo ""export PATH=$PATH:/opt/tools"" >> ~/.bashrc && source ~/.bashrc",grep -qxF 'export PATH=$PATH:/opt/tools' ~/.bashrc || echo 'export PATH=$PATH:/opt/tools' >> ~/.bashrc,False,True,True,True,2.0,0.0,0.0,True,2.0,"Command appends line unconditionally, violating the 'if not already present' constraint."
List the 5 most memory‑intensive processes sorted descending.,ps aux --sort=-%mem | head -n 5,ps aux --sort=-%mem | head -n 6,False,True,True,True,2.0,1.0,1.0,True,3.0,"Correct tool and sorting flag, but head -n 5 misses the header row; expected uses head -n 6 to include it."
Show the current IPv4 routing table.,ip route show,ip -4 route show,False,True,True,True,1.0,2.0,1.0,True,3.0,The command is correct but lacks the -4 flag to explicitly show IPv4 routes as requested.
Convert all .wav audio files in the music directory to .mp3 at 192k bitrate using ffmpeg.,ffmpeg -i music/*.wav -b:a 192k music/*.mp3,"for f in music/*.wav; do ffmpeg -i ""$f"" -b:a 192k ""${f%.wav}.mp3""; done",False,True,True,True,2.0,0.0,0.0,False,1.0,Incorrect approach using wildcard in output which can cause overwriting; correct method is to loop through files and convert each individually.
Generate a random 16‑character alphanumeric password and copy it to the clipboard (Linux with xclip).,echo $(openssl rand -base64 16) | xclip -selection clipboard,tr -dc A-Za-z0-9 </dev/urandom | head -c16 | xclip -selection clipboard,False,True,True,True,2.0,2.0,2.0,True,4.0,"Uses openssl instead of tr, which is less predictable; however, it still generates a password and copies it to clipboard as requested."
Schedule a cron job to run /usr/local/bin/backup.sh at 2 am every Sunday.,0 2 * * 0 /usr/local/bin/backup.sh,"(crontab -l 2>/dev/null; echo ""0 2 * * 0 /usr/local/bin/backup.sh"") | crontab -",False,True,True,True,2.0,2.0,1.0,True,3.0,"The command is correct for the cron syntax but does not account for adding it to the user's crontab, which is required to schedule the job."
"Display the size of each subdirectory in the current folder, sorted largest first.",du -sh --max-depth=1 | sort -rh,du -sh */ | sort -hr,False,True,True,True,2.0,2.0,2.0,True,5.0,"Uses correct tool and flags, but --max-depth=1 is less precise than */ for subdirectories; sort -rh is equivalent to -hr."
"Find and kill all processes containing the string ""node"" in their command line.","pkill -f ""node""",pkill -f node,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag; uses quotes correctly, but expected command omits quotes which is also valid."
Show the amount of free memory in megabytes.,free -m,free -m | awk '/Mem:/ {print $4}',False,True,True,True,2.0,2.0,1.0,True,4.0,Correct tool and flag; output is free memory in MB but does not filter to only show the relevant line as expected.
Create a symbolic link named latest.log pointing to /var/log/app.log.,sudo ln -s /var/log/app.log latest.log,ln -s /var/log/app.log latest.log,False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and arguments; uses sudo which is unnecessary unless required by permissions, but not explicitly mentioned in input_text."
List all open TCP ports and the processes that own them.,netstat -tuln,sudo lsof -iTCP -sTCP:LISTEN -P -n,False,True,True,False,0.0,0.0,0.0,True,1.0,"The command 'netstat -tuln' does not list the processes that own the ports, which is a key constraint from the input_text. The expected command uses lsof to achieve this."
"Compress the file largefile.bin using gzip, keeping the original file.",gzip largefile.bin,gzip -c largefile.bin > largefile.bin.gz,False,True,True,True,0.0,0.0,0.0,False,1.0,gzip overwrites the original file; the constraint to keep the original is violated.
"Display the first occurrence of the word ""FAIL"" in the log file system.log, along with its line number.","grep -n ""FAIL"" system.log | head -n 1","grep -n ""FAIL"" system.log | head -n 1",True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; correctly uses grep with -n and head to get the first occurrence and line number.
Show a summary of CPU usage per core.,top -b -n 1 -c,mpstat -P ALL 1 1,False,True,True,True,0.0,0.0,0.0,True,1.0,Correct tool (top) but incorrect flags; -b -n 1 -c does not provide per-core CPU usage summary as intended.
Copy the directory /var/www/html to /backup/www preserving permissions and timestamps.,cp -r /var/www/html /backup/www,rsync -a /var/www/html/ /backup/www/,False,True,True,False,0.0,2.0,0.0,True,1.0,Uses 'cp' instead of 'rsync' which is more appropriate for preserving permissions and timestamps; missing some flags for full preservation.
List all Docker containers (running and stopped) with their status.,docker ps -a,"docker ps -a --format ""{{.ID}}\t{{.Names}}\t{{.Status}}""",False,True,True,True,2.0,1.0,1.0,True,3.0,"Correct tool and flag to list all containers, but lacks formatting to display status as requested."
Pull the latest version of the nginx image from Docker Hub.,docker pull nginx,docker pull nginx:latest,False,True,True,True,2.0,1.0,2.0,True,4.0,"Command is correct but missing the ':latest' tag, which is implied but not explicitly specified in the input_text."
"Show the environment variables that contain the word ""PATH"".",env | grep PATH,env | grep PATH,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to show environment variables containing 'PATH'.
Create a 1 GB file filled with zeros named zero.img.,dd if=/dev/zero of=zero.img bs=1G count=1,dd if=/dev/zero of=zero.img bs=1M count=1024,False,True,True,True,2.0,2.0,2.0,True,5.0,"Uses bs=1G and count=1 which is functionally equivalent to bs=1M and count=1024, so correct but with different parameter values."
Display the last 5 commit messages in the current Git repository.,git log -n 5,"git log -5 --pretty=format:""%h %s""",False,True,True,True,1.0,2.0,1.0,True,3.0,Correct tool and flag for number of commits but does not format to display only commit messages as expected.
"Switch to the branch feature/login in Git, creating it if it does not exist.",git checkout -b feature/login,git checkout -B feature/login,False,True,True,True,2.0,2.0,2.0,True,5.0,"Uses -b flag which creates and switches to the branch, matching the input_text requirement. Expected used -B which is incorrect for this task."
Show the total number of lines of code (excluding blank lines) in the src directory for *.c and *.h files.,"find src -name ""*.c"" -o -name ""*.h"" -exec wc -l {} + | awk '{s+=$1} END {print s}'","find src -type f \( -name ""*.c"" -o -name ""*.h"" \) -exec cat {} + | grep -v '^\s*$' | wc -l",False,True,True,True,1.0,2.0,0.0,True,2.0,"The command counts lines including blank lines, violating the 'exclude blank lines' constraint. The approach using wc -l is incorrect for the task."
Display the current SELinux mode.,sestatus,getenforce,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool but not the expected one; sestatus is valid but getenforce is also correct and more direct for the task.
Set the system timezone to UTC.,sudo timedatectl set-timezone UTC,sudo timedatectl set-timezone UTC,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to set the timezone to UTC as specified.
List the top 10 largest files in /var/log.,ls -lh /var/log | sort -rh | head -n 10,find /var/log -type f -exec du -h {} + | sort -rh | head -n 10,False,True,True,True,1.0,1.0,1.0,True,3.0,"Uses ls which may not handle large numbers of files or hidden files, whereas find is more robust for this task."
Show a progress bar while copying a large directory using rsync.,rsync -avz --progress source_directory/ destination_directory/,rsync -a --info=progress2 /source/ /dest/,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool with --progress flag for progress bar, but expected uses --info=progress2 which is also valid; both commands achieve the goal."
Print the hostname of the machine in uppercase.,hostname | tr '[:lower:]' '[:upper:]',hostname | tr '[:lower:]' '[:upper:]',True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to convert hostname to uppercase as requested.
Check whether port 443 on remote host example.com is open.,nc -zv example.com 443,nc -zvw3 example.com 443,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; -z for port check and -v for verbose output, though -w3 is not required but not harmful."
Generate a SHA‑256 checksum for the file archive.tar.gz and save it to archive.sha256.,sha256sum archive.tar.gz > archive.sha256,sha256sum archive.tar.gz > archive.sha256,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and correct output file specified."
List all files in /tmp that have not been accessed in the last 30 days.,find /tmp -type f -atime +30,find /tmp -type f -atime +30,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, and correct arguments matching the input_text constraints."
Display the current user's UID and GID.,id -u,id -u && id -g,False,True,True,True,2.0,2.0,1.0,True,3.0,"Only retrieves UID, missing the GID as requested in the input_text."
"Create a new Bash function named greet that prints ""Hello, $1!"" and add it to ~/.bashrc.","```bash
greet() {
  echo ""Hello, $1!""
}
```","echo -e '\nfunction greet() { echo ""Hello, $1!""; }' >> ~/.bashrc",False,False,True,True,2.0,2.0,0.0,True,1.0,"Command is formatted as code block instead of bare bash, making it unusable; function is correct but formatting violates requirement."
Show the version of the installed Python interpreter.,python --version,python3 --version,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag; uses 'python' instead of 'python3' but both are valid depending on system setup.
Convert the text file data.txt to uppercase and save as data_upper.txt.,tr '[:lower:]' '[:upper:]' < data.txt > data_upper.txt,tr '[:lower:]' '[:upper:]' < data.txt > data_upper.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
List all mounted filesystems of type ext4.,"lsblk -o NAME,FSTYPE,MOUNTPOINT | grep ext4",mount | grep 'type ext4',False,True,True,True,2.0,2.0,2.0,True,4.0,"Uses lsblk and grep which may not be as direct as mount | grep; however, it accomplishes the task with correct flags and constraints."
Display the last 100 lines of the Apache error log and follow new entries in real time.,tail -f /var/log/apache2/error.log | tail -n 100,tail -n 100 -f /var/log/apache2/error.log,False,True,True,True,1.0,1.0,2.0,True,3.0,Correct tool and flags but incorrect argument ordering; uses a pipeline which may not work as intended.
Create a temporary file securely and print its name.,mktemp -t,tempfile=$(mktemp) && echo $tempfile,False,True,True,True,1.0,1.0,1.0,True,3.0,"Uses mktemp -t which creates a temporary file in /tmp, but does not print the name as required. Expected command uses a more standard approach with variable assignment and echo."
Show the current kernel version.,uname -r,uname -r,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to show the current kernel version.
"Replace tabs with four spaces in the file script.py, editing the file in place.",sed -i 's/\t/    /g' script.py,sed -i 's/\t/    /g' script.py,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct args, and correct in-place editing with proper escaping."
Find duplicate files (by checksum) in the directory ~/documents and list them.,find ~/documents -type f -exec md5sum {} + | sort | uniq -d | cut -d' ' -f1,fdupes -r ~/documents,False,True,True,True,2.0,2.0,2.0,True,4.0,Correct tool (find) and approach but not the most efficient method; expected uses fdupes which is more direct for finding duplicates.
Schedule a system shutdown in 15 minutes with a custom message.,"sudo shutdown -h +15 ""System will shutdown in 15 minutes""","sudo shutdown +15 ""System will shut down in 15 minutes""",False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and flags, but message uses 'shutdown' instead of 'shut down' as in expected; minor wording difference."
List all users on the system who have UID greater than or equal to 1000.,cat /etc/passwd | awk -F: '$3 >= 1000' | cut -d: -f1,awk -F: '$3>=1000 {print $1}' /etc/passwd,False,True,True,True,2.0,2.0,2.0,True,4.0,Correct tool and logic but uses a pipeline with extra steps; could be simplified but still correct.
Show the amount of free space on the root partition in gigabytes.,df -h / | awk '{print $4}' | cut -d'G' -f1,df -h / | awk 'NR==2 {print $4}',False,True,True,True,2.0,2.0,2.0,True,4.0,Correct tool and approach but uses unnecessary pipes and cut; could be simplified. All constraints are met.
"Create a zip archive named project.zip containing the contents of the folder project/, excluding any .git directories.","zip -r project.zip project/ -x ""*.git""","zip -r project.zip project/ -x ""*/.git/*""",False,True,True,True,1.0,1.0,0.0,True,2.0,"Correct tool and flags, but the exclusion pattern is incorrect; it should exclude .git directories, not files ending in .git."
Display the current shell's exit status of the last command.,$?,echo $?,False,True,True,True,2.0,2.0,2.0,True,4.0,"The command $?: is correct but it's a shell variable, not a command. The expected command 'echo $?': is more explicit and standard."
"Search for the pattern ""^ERROR"" at the beginning of lines in log.txt and count matches.",grep -c '^ERROR' log.txt,"grep -c ""^ERROR"" log.txt",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct pattern and file; matches expected exactly."
List all symbolic links in /usr/local/bin and show their targets.,ls -l /usr/local/bin | grep -E '^\w',find /usr/local/bin -type l -ls,False,True,True,False,0.0,0.0,0.0,True,1.0,Uses ls and grep which may not reliably identify symlinks; find with -type l is more accurate tool for the task.
Set the environment variable JAVA_HOME to /usr/lib/jvm/java-11-openjdk and export it for the current session.,export JAVA_HOME=/usr/lib/jvm/java-11-openjdk,export JAVA_HOME=/usr/lib/jvm/java-11-openjdk,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct command that sets and exports the JAVA_HOME variable as required.
Show the current working directory,pwd,pwd,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, no flags needed, no arguments required, and no constraints to honor."
"List all files, including hidden ones, in the current directory",ls -a,ls -a,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, matches expected exactly."
Display detailed information for files in the /var/log directory,ls -l /var/log,ls -lh /var/log,False,True,True,True,1.0,2.0,1.0,True,4.0,"Missing -h flag for human-readable file sizes, which is a common expectation for detailed information."
Find all .txt files recursively from the current directory,"find . -name ""*.txt""","find . -type f -name ""*.txt""",False,True,True,True,1.0,2.0,1.0,True,3.0,"Missing -type f flag which ensures only files are matched, not directories or other file types."
Search for the word 'ERROR' in syslog and show line numbers,grep -n 'ERROR' /var/log/syslog,"grep -n ""ERROR"" /var/log/syslog",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and constraints are honored."
Show the first 10 lines of the file /etc/passwd,head -n 10 /etc/passwd,head -n 10 /etc/passwd,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct argument; matches expected exactly."
Show the last 20 lines of the file /var/log/syslog,tail -n 20 /var/log/syslog,tail -n 20 /var/log/syslog,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct argument; matches expected exactly."
Display the current user's username,whoami,whoami,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and no flags needed; fully satisfies the input_text requirement.
Show disk usage of the /home directory in human readable format,du -h /home,du -sh /home,False,True,True,True,1.0,2.0,1.0,True,3.0,Correct tool and flag for human-readable format but missing the 's' flag to summarize the total.
Show a tree view of the current directory up to depth 2,tree -L 2,tree -L 2,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to show tree view up to depth 2.
Count the number of lines in the file /etc/passwd,wc -l /etc/passwd,wc -l < /etc/passwd,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and argument; both commands are functionally equivalent but the produced command is slightly less precise than the expected.
Show the current date and time in ISO 8601 format,date +%Y-%m-%dT%H:%M:%SZ,date --iso-8601=seconds,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and format flag; uses explicit format string instead of --iso-8601=seconds but achieves the same result.
Create a compressed tar archive named backup.tar.gz of the /etc directory,tar -czvf backup.tar.gz /etc,tar -czf backup.tar.gz /etc,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; uses -v which is optional but not required, so flags are correct. Args match input_text."
Extract the archive backup.tar.gz into the current directory,tar -xzf backup.tar.gz,tar -xzf backup.tar.gz,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments; matches expected exactly."
Show the IP addresses of all network interfaces,ip addr show,ip -brief address,False,True,True,True,1.0,2.0,2.0,True,4.0,Correct tool but uses a less optimal flag set; 'ip addr show' is valid but not the most concise method.
Display the process tree for the current user,"ps -e -o pid,ppid,cmd | grep -E '^[0-9]+ [0-9]+ [^ ]+'",pstree -u $USER,False,True,True,False,0.0,0.0,0.0,True,1.0,"Uses ps and grep instead of pstree, which is the more direct tool for displaying process trees."
Monitor real-time changes to the file /var/log/syslog,tail -f /var/log/syslog,tail -f /var/log/syslog,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to monitor real-time changes to the specified file.
Find all files larger than 100 MB in /var and delete them after confirmation,find /var -type f -size +100M -exec rm {} \;,find /var -type f -size +100M -exec rm -i {} \;,False,True,True,True,2.0,1.0,0.0,False,2.0,"Command deletes files without confirmation, violating the 'after confirmation' constraint."
Replace all occurrences of 'foo' with 'bar' in file config.txt and save changes in-place,sed -i 's/foo/bar/g' config.txt,sed -i 's/foo/bar/g' config.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the 5 most memory‑intensive processes,ps aux --sort=-%mem | head -n 5,ps aux --sort=-%mem | head -n 6,False,True,True,True,2.0,1.0,1.0,True,3.0,"Correct tool and flag for sorting by memory, but head -n 5 misses the header row; expected uses head -n 6 to include it."
Display the current shell's environment variables sorted alphabetically,env | sort,printenv | sort,False,True,True,True,2.0,2.0,2.0,True,5.0,Uses 'env' instead of 'printenv' but both achieve the same result; correct approach with sorting.
Download the file from https://example.com/file.txt to /tmp using curl and show progress,curl -O https://example.com/file.txt -o /tmp/file.txt -C -,curl -O --progress-bar https://example.com/file.txt,False,True,True,True,0.0,0.0,0.0,True,1.0,Incorrect use of -O and -o flags; -O overwrites existing files and -o is redundant. Missing --progress-bar flag for progress.
Upload local file report.pdf to https://example.com/upload using wget,wget -O /path/to/upload/report.pdf https://example.com/upload,wget --method=PUT --body-file=report.pdf https://example.com/upload,False,True,True,True,0.0,0.0,0.0,True,1.0,"Uses wrong method for upload (GET instead of PUT), incorrect use of -O flag which is for output, not upload."
Create a new user named alice with a home directory and default shell /bin/bash,sudo useradd -m -s /bin/bash alice,sudo useradd -m -s /bin/bash alice,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Add the current user to the sudo group,sudo usermod -aG sudo $USER,sudo usermod -aG sudo $USER,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command with proper use of $USER variable to avoid hardcoding the username.
Show the difference between file1.txt and file2.txt ignoring whitespace changes,diff -w file1.txt file2.txt,diff -w file1.txt file2.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag used to ignore whitespace changes, matching the expected command."
List all listening TCP ports with their associated processes,netstat -tuln,sudo ss -tlnp,False,True,True,True,0.0,0.0,0.0,True,1.0,Command lacks process information and requires root privileges; correct tool but missing flags for processes and sudo.
Display the last 5 commands from the shell history,history -5,history | tail -n 5,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag; 'history -5' is a valid and direct way to display the last 5 commands.
Schedule a script backup.sh to run daily at 2 am using cron,0 2 * * * /path/to/backup.sh,"(crontab -l 2>/dev/null; echo ""0 2 * * * /path/to/backup.sh"") | crontab -",False,True,True,True,2.0,1.0,0.0,True,2.0,"Correct tool (cron) and schedule, but missing the step to add to crontab, which is required for the task."
Show the size of each subdirectory in /var sorted by size descending,du -sh /var/* | sort -rh,du -sh /var/* | sort -hr,False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and flags, but sort -rh is not standard; expected uses -hr which is more common for human-readable sorting."
Find all symbolic links in the current directory and list their targets,find . -type l -exec readlink {} \;,find . -type l -ls,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; -exec readlink is correct for listing targets, though -ls could also work but is less precise."
Compress all .log files in /var/log into a single zip archive logs.zip,zip -r logs.zip /var/log,zip logs.zip /var/log/*.log,False,True,True,True,0.0,0.0,0.0,True,1.0,"Wrong tool usage: -r is for directories, but only .log files should be added; also does not filter to .log files."
Extract only the file config.yaml from archive settings.tar.gz,tar -xzvf settings.tar.gz -C /path/to/extract -f config.yaml,tar -xzf settings.tar.gz config.yaml,False,True,True,True,0.0,0.0,0.0,True,1.0,Incorrect use of -C and -f flags; tar command is overly complex and includes unnecessary options.
Show the CPU usage per core in real time,"top -bn1 | grep ""Cpu(s)""",mpstat -P ALL 1,False,True,True,False,0.0,0.0,0.0,True,1.0,Incorrect tool: 'top' does not show per-core CPU usage; 'mpstat' is the correct tool for this task.
List all installed packages on an Ubuntu system,dpkg -l,dpkg -l,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to list all installed packages on an Ubuntu system.
Search the manual pages for commands related to networking,man networking,apropos network,False,True,True,False,0.0,0.0,0.0,True,1.0,Incorrect tool: 'man networking' is not a valid command; 'apropos network' is the correct approach for searching manual pages related to networking.
Print the first 3 columns of /etc/passwd separated by commas,"awk -F: '{print $1, $2, $3}' /etc/passwd | head -n 3","cut -d ':' -f1,3,5 /etc/passwd | tr ':' ','",False,True,True,True,1.0,1.0,0.0,True,2.0,"Uses awk with correct field separator but outputs columns 1, 2, 3 instead of 1, 3, 5 as required. Output format is not comma-separated."
Create an empty file named placeholder.txt only if it does not already exist,touch placeholder.txt,touch placeholder.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; creates the file only if it does not exist as required.
Rename all *.jpeg files in the current directory to have a .jpg extension,rename '*.jpeg' '*.jpg',"for f in *.jpeg; do mv ""$f"" ""${f%.jpeg}.jpg""; done",False,True,True,True,2.0,2.0,2.0,True,5.0,Uses the rename tool correctly with appropriate arguments to change .jpeg to .jpg extensions.
Display the current system load averages,uptime,cat /proc/loadavg,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool 'uptime' is used, but 'cat /proc/loadavg' is also a valid alternative. The command is correct and meets the input requirement."
Show the top 10 most frequently used commands from history,history | awk '{print $2}' | sort | uniq -c | sort -nr | head -n 10,"history | awk '{CMD[$2]++} END {for (c in CMD) print CMD[c] "" "" c}' | sort -nr | head -n 10",False,True,True,True,2.0,2.0,1.0,True,4.0,Correct tool and approach but less efficient method; does not fully honor the 'most frequently used' constraint as effectively as expected.
Check if port 8080 is open on localhost,nc -zv localhost 8080,nc -zv 127.0.0.1 8080,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; 'localhost' is functionally equivalent to '127.0.0.1' in this context.
Print the current kernel version,uname -r,uname -r,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to print the current kernel version.
Display the amount of free and used memory in megabytes,free -m,free -m,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to display memory in megabytes as requested.
Convert the file data.txt from DOS to Unix line endings,dos2unix data.txt,dos2unix data.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and correct argument; fully satisfies the input_text requirement.
Show the last login time for user bob,last -u bob,last -n 1 bob,False,True,True,True,1.0,1.0,1.0,True,3.0,"The command uses the correct tool but the flag '-u' is not the correct way to specify a user for 'last'; the expected command uses '-n 1' to show only the last login, which is more accurate."
"Create a directory tree ~/projects/{app,lib,tests} in one command","mkdir -p ~/projects/{app,lib,tests}","mkdir -p ~/projects/{app,lib,tests}",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, and correct args; fully honors the input_text constraint."
Append the text 'Completed' to the end of the file notes.md,"echo ""Completed"" >> notes.md","echo ""Completed"" >> notes.md",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct argument; matches expected exactly."
"List all files in /etc sorted by modification time, newest first",ls -lt /etc,ls -lt /etc,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag for sorting by modification time, and correct argument."
Find all Python files that contain the string 'TODO' and print their filenames,grep -r 'TODO' *.py | awk -F: '{print $1}',"grep -rl ""TODO"" --include=*.py .",False,True,True,True,1.0,1.0,1.0,True,3.0,"Uses grep with -r and awk to extract filenames, but lacks --include=*.py which is needed to filter Python files explicitly."
Show a summary of disk usage for each mounted filesystem,df -h,df -h,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to show disk usage summary for each mounted filesystem.
Set the executable permission for all shell scripts in the current directory,chmod +x *.sh,chmod +x *.sh,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to set executable permission for .sh files in the current directory.
Display the environment variable PATH with each directory on a new line,echo $PATH | tr ':' '\n',echo $PATH | tr ':' '\n',True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; splits PATH by colon and replaces with newlines as requested.
