prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
write hello world to a file hello.txt,"echo ""hello world"" > hello.txt","echo ""Hello World"" > hello.txt",False,True,True,True,2,1,1,True,4,"Correct tool and command structure, but 'hello world' is lowercase while expected has 'Hello World' with capitalization."
write hello world to a file,"echo ""hello world"" > output.txt","echo ""YOUR_TEXT"" > YOUR_FILE",False,True,True,True,2,1,1,True,3,"Correct tool and command structure, but uses hardcoded 'hello world' and 'output.txt' instead of placeholders as expected."
limit a process ./task to a specific CPU core 0,taskset -c 0 ./task,taskset -c 0 ./task,True,True,True,True,2,2,2,True,5,Correct tool and flag used to limit the process to CPU core 0.
limit a process to a specific CPU core,taskset -c 0 YOUR_COMMAND,taskset -c YOUR_CORE YOUR_COMMAND,False,True,True,True,2,2,2,True,5,Correct tool and flag; placeholder for core and command is appropriate as input_text did not specify them.
extract a specific field name from JSON data.json,jq '.field_name' data.json,jq '.name' data.json,False,True,True,True,2,1,1,True,3,Correct tool and structure but uses 'field_name' instead of 'name' as specified in input_text.
extract a specific field from JSON,jq '.field' file.json,jq '.YOUR_FIELD' YOUR_FILE,False,True,True,True,2,1,1,True,3,"Correct tool and structure, but uses hardcoded 'field' instead of placeholder for field and file as expected."
check if a package curl is installed,"dpkg -s curl 2>/dev/null | grep -q '^Status' && echo ""installed"" || echo ""not installed""",dpkg -l | grep curl,False,True,True,True,2,2,2,True,4,Uses dpkg -s which is correct but the expected command uses dpkg -l; both are valid but the produced command is more verbose and less direct.
check if a package is installed,dpkg -s package_name,dpkg -l | grep YOUR_PACKAGE,False,True,True,True,1,1,2,True,3,"Correct tool but uses -s which requires a package name argument, whereas -l with grep is more common for checking installed packages."
view logs for a specific service nginx,tail -f /var/log/nginx/access.log,journalctl -u nginx,False,True,True,False,0,0,0,True,1,Uses tail instead of journalctl which is the correct tool for viewing systemd service logs.
view logs for a specific service,journalctl -u service_name,journalctl -u YOUR_SERVICE,False,True,True,True,2,2,2,True,5,Correct tool and flag; service_name placeholder is appropriate since input_text did not specify a service.
compare two files file1.txt and file2.txt,diff file1.txt file2.txt,diff file1.txt file2.txt,True,True,True,True,2,2,2,True,5,Correct tool and arguments; matches expected exactly.
compare two files,diff file1.txt file2.txt,diff YOUR_FILE1 YOUR_FILE2,False,True,True,True,2,2,2,True,5,Correct tool and correct args; placeholders are not needed as input_text implies specific files.
convert a CSV data.csv to JSON,"python3 -c ""import csv,json; print(json.dumps(list(csv.DictReader(open('data.csv')))))""","python3 -c ""import csv,json,sys; print(json.dumps(list(csv.DictReader(open('data.csv')))))""",False,True,True,True,2,2,2,True,4,Correct tool and approach but missing sys import which is not strictly required but may be expected for robustness.
convert a CSV to JSON,"python3 -c ""import csv,json; print(json.dumps(list(csv.DictReader(open('data.csv')))))""","python3 -c ""import csv,json,sys; print(json.dumps(list(csv.DictReader(open('YOUR_FILE')))))""",False,True,True,True,2,1,1,True,3,Correct tool and approach but uses 'data.csv' instead of placeholder 'YOUR_FILE' and lacks sys import which may be needed for input handling.
merge two JSON files a.json and b.json,jq -s '.[0] * .[1]' a.json b.json,jq -s '.[0] * .[1]' a.json b.json,True,True,True,True,2,2,2,True,5,Correct tool and command to merge JSON files as specified.
merge two JSON files,jq -s '.[0] * .[1]' file1.json file2.json,jq -s '.[0] * .[1]' YOUR_FILE1 YOUR_FILE2,False,True,True,True,2,1,1,True,4,"Correct tool and operation, but uses hardcoded filenames instead of placeholders as expected."
kubernetes apply a configuration file deployment.yaml,kubectl apply -f deployment.yaml,kubectl apply -f deployment.yaml,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
kubernetes apply a configuration file,kubectl apply -f config.yaml,kubectl apply -f YOUR_CONFIG_FILE,False,True,True,True,2,2,2,True,5,"Correct tool and flag; uses a specific file name instead of a placeholder, which is acceptable as input_text implies a specific file."
set the sticky bit on a directory /shared,chmod +t /shared,chmod +t /shared,True,True,True,True,2,2,2,True,5,Correct tool and flag used to set the sticky bit on the specified directory.
set the sticky bit on a directory,chmod +t YOUR_DIRECTORY,chmod +t YOUR_DIRECTORY,True,True,True,True,2,2,2,True,5,Correct tool and flag; placeholder for directory is appropriate.
capture packets on eth0 and save to capture.pcap,sudo tcpdump -i eth0 -w capture.pcap,sudo tcpdump -i eth0 -w capture.pcap,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
capture packets and save to file,sudo tcpdump -i eth0 -w capture.pcap,sudo tcpdump -i YOUR_INTERFACE -w YOUR_OUTPUT,False,True,True,True,2,1,1,True,4,"Correct tool and flags, but uses eth0 and capture.pcap instead of placeholders as expected."
force kill a process 5678,kill -9 5678,kill -9 5678,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
force kill a process,kill -9 PID,kill -9 YOUR_PID,False,True,True,True,2,1,1,True,4,"Correct tool and flag, but uses PID instead of placeholder YOUR_PID as expected; however, it's still functionally correct."
check and repair a filesystem /dev/sda1,sudo fsck /dev/sda1,sudo e2fsck -f /dev/sda1,False,True,True,True,1,2,2,True,3,Uses fsck which is correct but not specific to ext2/3/4 filesystems; expected uses e2fsck for ext filesystems.
check and repair a filesystem,sudo fsck /dev/sda1,sudo e2fsck -f YOUR_DEVICE,False,True,True,True,1,1,2,True,4,Uses fsck which is correct but expected uses e2fsck; both are valid but e2fsck is more specific for ext2/3/4 filesystems.
run uptime command on multiple remote servers server1 server2,ssh server1 'uptime' && ssh server2 'uptime',"for host in server1 server2; do echo ""=== $host ==="" && ssh $host ""uptime""; done",False,True,True,True,2,2,1,True,4,Command works but lacks a loop for multiple servers; expected uses a loop for better handling.
run multiple commands on remote servers,ssh user@host1 'command1; command2' && ssh user@host2 'command3; command4',"for host in YOUR_HOSTS; do echo ""=== $host ==="" && ssh $host ""YOUR_COMMAND""; done",False,True,True,True,2,1,1,True,3,Command works for specific hosts but lacks generalization for multiple servers as per input_text; uses hardcoded hosts instead of a loop.
check SSL/TLS protocols supported by a server example.com,openssl s_client -connect example.com:443 -servername example.com -showcerts,nmap --script ssl-enum-ciphers -p 443 example.com,False,True,True,False,0,0,0,True,1,Uses openssl s_client which does not enumerate SSL/TLS protocols directly; nmap is the expected tool for this task.
check SSL/TLS protocols supported by a server,openssl s_client -connect example.com:443 -servername example.com -showcerts,nmap --script ssl-enum-ciphers -p 443 YOUR_DOMAIN,False,True,True,True,2,1,1,True,3,Uses openssl instead of nmap as expected; both are valid tools but the expected command uses nmap for SSL/TLS protocol checking.
remove all blank lines from a file file.txt,sed -i '/^$/d' file.txt,sed '/^$/d' file.txt,False,True,True,True,2,2,2,True,5,"Correct tool and flag; in-place edit is optional but not required, so command is valid."
remove all blank lines from a file,sed -i '/^$/d' file.txt,sed '/^$/d' YOUR_FILE,False,True,True,True,2,2,2,True,5,Correct tool and flag; uses placeholder YOUR_FILE as input_text didn't specify a filename.
test mail delivery to user@example.com,"echo ""test"" | mail -s ""test subject"" user@example.com","echo ""Test"" | sendmail user@example.com",False,True,True,True,2,2,2,True,5,"Uses 'mail' instead of 'sendmail' as expected, but 'mail' is a valid tool for testing mail delivery; however, the expected command uses 'sendmail' which is also valid. The command is functionally correct."
test mail delivery,"echo ""test"" | mail -s ""test"" user@example.com","echo ""YOUR_MESSAGE"" | sendmail YOUR_EMAIL",False,True,True,True,2,2,2,True,5,"Uses 'mail' instead of 'sendmail' which is acceptable, but message and email are placeholders. Correct tool and flags."
kubernetes get pod details for mypod,kubectl get pod mypod,kubectl describe pod mypod,False,True,True,True,0,2,0,True,1,Uses 'get' instead of 'describe' which is the correct command for getting details of a pod.
kubernetes get pod details,kubectl get pod pod_name,kubectl describe pod YOUR_POD,False,True,True,True,0,1,0,True,1,Uses 'get' instead of 'describe' which is the correct command for getting pod details.
curl with authentication user:pass to https://api.example.com,curl -u user:pass https://api.example.com,curl -u user:pass https://api.example.com,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, and correct arguments as specified in the input text."
curl with authentication,curl -u username:password https://example.com,curl -u YOUR_USER:YOUR_PASS YOUR_URL,False,True,True,True,2,1,1,False,3,"Correct tool and flag for authentication, but uses hardcoded credentials instead of placeholders as expected."
install a specific npm package express,npm install express,npm install express,True,True,True,True,2,2,2,True,5,Correct tool and command to install the npm package 'express'.
install a specific npm package,npm install package_name,npm install YOUR_PACKAGE,False,True,True,True,2,2,2,True,5,Correct tool and action; uses placeholder package_name which is acceptable as input_text didn't specify a package.
git show file main.py at a specific commit abc1234,git show abc1234:main.py,git show abc1234:main.py,True,True,True,True,2,2,2,True,5,Correct tool and command syntax; accurately shows the file at the specified commit.
git show file at a specific commit,git show commit_hash:path/to/file,git show YOUR_COMMIT:YOUR_FILE,False,True,True,True,2,1,1,True,3,Correct tool but uses 'commit_hash' instead of placeholder 'YOUR_COMMIT' and lacks a placeholder for the file path.
"check if a string '{""key"":""value""}' is a valid JSON","echo '{""key"":""value""}' | jsonlint","echo '{""key"":""value""}' | jq . > /dev/null 2>&1 && echo ""Valid"" || echo ""Invalid""",False,True,True,True,2,2,2,True,5,Uses jsonlint which is appropriate; correct args and flags for the task.
check if a string is a valid JSON,"echo '{""name"":""John""}' | jsonlint","echo YOUR_JSON | jq . > /dev/null 2>&1 && echo ""Valid"" || echo ""Invalid""",False,True,True,True,2,2,2,True,4,Uses jsonlint which is a valid tool but the expected answer uses jq; both are correct but the command is less common.
find files newer than a reference file reference.txt,find . -newer reference.txt,find . -newer reference.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, and correct argument; matches expected exactly."
find files newer than a reference file,find . -newer reference.txt,find . -newer YOUR_REFERENCE_FILE,False,True,True,True,2,2,2,True,5,Correct tool and flag; uses placeholder YOUR_REFERENCE_FILE as input_text did not specify a filename.
check if a file file is a binary or text,file file,file file,True,True,True,True,2,2,2,True,5,Correct tool and command to check file type; no flags needed as the 'file' command inherently determines if a file is binary or text.
check if a file is a binary or text,file YOUR_FILE,file YOUR_FILE,True,True,True,True,2,2,2,True,5,Correct tool and argument; uses placeholder as input_text did not specify a file.
use awk to process Apache access logs access.log,"awk '{print $1, $2, $3}' access.log",awk '{print $1}' access.log | sort | uniq -c | sort -rn | head -20,False,True,True,True,0,2,0,True,1,Uses awk but does not specify the exact processing needed; the command is generic and does not align with the expected processing of counting unique entries.
use awk to process Apache access logs,"awk '{print $1, $2, $3}' access.log",awk '{print $1}' YOUR_LOGFILE | sort | uniq -c | sort -rn | head -20,False,True,True,True,0,1,0,True,2,Uses awk but does not specify the exact processing required; only prints first three fields instead of the expected top 20 unique entries.
automate FTP file transfer of file.txt to server as user:pass,"ftp -n server << EOF
user user pass
put file.txt
quit
EOF",curl -T file.txt ftp://server --user user:pass,False,True,True,True,2,2,2,True,4,Uses ftp tool with correct args but expected uses curl; both are valid but curl is more modern and safer for automation.
automate FTP file transfer,"lftp -e ""put file.txt; quit"" ftp.example.com",curl -T YOUR_FILE ftp://YOUR_SERVER --user YOUR_USER:YOUR_PASS,False,True,True,True,1,1,0,True,2,"Uses lftp which is appropriate for FTP, but lacks user credentials and server details as placeholders, making it incomplete."
record system performance data for 30 seconds,sar -u 1 30,sar -u 1 30,True,True,True,True,2,2,2,True,5,Correct tool and parameters to record system performance data for 30 seconds.
record system performance data,sar -u 1 10,sar -u 1 YOUR_DURATION,False,True,True,True,2,0,0,True,2,Correct tool and flag but missing the duration argument which is required by the input_text.
run a local script script.sh on a remote server user@server,"ssh user@server ""bash script.sh""",ssh user@server 'bash -s' < script.sh,False,True,True,True,1,1,1,True,3,Uses correct tool but incorrect method for running a local script on a remote server; the expected method is more appropriate.
run a local script on a remote server,"ssh user@host ""bash /path/to/script.sh""",ssh YOUR_USER@YOUR_SERVER 'bash -s' < YOUR_SCRIPT,False,True,True,True,2,1,1,True,4,"Correct tool and approach but uses a hardcoded path instead of a placeholder for the script, which is less flexible."
terraform import an existing resource aws_instance.web with ID i-1234567890abcdef0,terraform import aws_instance.web i-1234567890abcdef0,terraform import aws_instance.web i-1234567890abcdef0,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments matching the input_text."
terraform import an existing resource,terraform import resource_type.resource_name resource_id,terraform import YOUR_RESOURCE_TYPE YOUR_RESOURCE_ID,False,True,True,True,2,1,1,True,3,"Correct tool, correct flag structure, but args use placeholders instead of expected format."
find files owned by a specific user root,find / -user root -type f 2>/dev/null,find . -user root,False,True,True,True,2,1,1,True,3,"Correct tool and flag for finding files owned by root, but starts search from root (/) which may be inefficient and requires sudo. Expected command starts from current directory."
find files owned by a specific user,find / -user john -type f 2>/dev/null,find . -user YOUR_USERNAME,False,True,True,True,1,1,1,True,3,"Correct tool and flag for user, but uses absolute path / instead of relative . and includes 2>/dev/null which was not mentioned."
run a Python script main.py,python3 main.py,python3 main.py,True,True,True,True,2,2,2,True,5,Correct tool and arguments; matches expected exactly.
run a Python script,python3 script.py,python3 YOUR_SCRIPT,False,True,True,True,2,2,2,True,5,Correct tool and argument; uses 'script.py' instead of placeholder 'YOUR_SCRIPT' but input_text didn't specify a filename so it's acceptable.
find the location of a binary python3,which python3,which python3,True,True,True,True,2,2,2,True,5,Correct tool and command to find the location of the python3 binary.
find the location of a binary,which YOUR_BINARY,which YOUR_BINARY,True,True,True,True,2,2,2,True,5,Correct tool and placeholder for binary name; meets all constraints and is safe.
run a Node.js script app.js,node app.js,node app.js,True,True,True,True,2,2,2,True,5,Correct tool and command to run a Node.js script as specified.
run a Node.js script,node script.js,node YOUR_SCRIPT,False,True,True,True,2,2,2,True,5,Correct tool and argument; uses 'script.js' instead of placeholder 'YOUR_SCRIPT' but input_text didn't specify a filename.
check systemd service dependencies for nginx,systemd-analyze critical-chain nginx,systemctl list-dependencies nginx,False,True,True,False,0,2,0,True,1,"Uses systemd-analyze instead of systemctl list-dependencies, which is the correct tool for checking service dependencies."
check systemd service dependencies,systemd-analyze critical-chain,systemctl list-dependencies YOUR_SERVICE,False,True,True,True,0,0,0,True,1,"Uses the correct tool but the wrong command; 'systemd-analyze critical-chain' shows boot chain, not service dependencies."
add text footer text at the end of a file file.txt,"echo ""END"" >> file.txt","echo ""footer text"" >> file.txt",False,True,True,True,2,1,1,True,3,Incorrect footer text 'END' instead of 'footer text' as specified in input_text.
add text at the end of a file,"echo ""YOUR_TEXT"" >> YOUR_FILE","echo ""YOUR_TEXT"" >> YOUR_FILE",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args with placeholders; fully honors constraints."
docker pull an image ubuntu:latest,docker pull ubuntu:latest,docker pull ubuntu:latest,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
docker pull an image,docker pull image:tag,docker pull YOUR_IMAGE,False,True,True,True,2,1,1,True,3,Correct tool but uses a hardcoded 'image:tag' instead of placeholder 'YOUR_IMAGE' as expected.
remove the directory called temp,rmdir temp,rm -rf temp,False,True,True,True,0,2,0,True,1,"Uses rmdir instead of rm -rf, which fails if temp is not empty, violating the intent to remove the directory regardless of contents."
remove the directory called,rmdir directory,rm -rf YOUR_DIRECTORY,False,True,True,False,0,0,0,False,1,"Incorrect tool: 'rmdir' only removes empty directories, but input_text implies a more general directory removal, which requires 'rm -rf' with a placeholder."
set maximum open files limit to 65535,ulimit -n 65535,ulimit -n 65535,True,True,True,True,2,2,2,True,5,Correct tool and argument; sets the maximum open files limit as specified.
set maximum open files limit,ulimit -n 65536,ulimit -n YOUR_LIMIT,False,True,True,True,2,2,2,True,5,Correct tool and flag; uses 65536 as a placeholder value which is appropriate since input_text did not specify a limit.
search for a shared library libssl,ldconfig -p | grep libssl,ldconfig -p | grep libssl,True,True,True,True,2,2,2,True,5,Correct tool and command to search for libssl in the shared library cache.
search for a shared library,ldconfig -p | grep libexample,ldconfig -p | grep YOUR_LIBRARY,False,True,True,True,2,1,1,True,3,Correct tool and approach but uses 'libexample' instead of the placeholder 'YOUR_LIBRARY' as required by input_text.
show password policy for a user johndoe,sudo chage -l johndoe,sudo chage -l johndoe,True,True,True,True,2,2,2,True,5,Correct tool and command to show password policy for user johndoe.
show password policy for a user,sudo chage -l username,sudo chage -l YOUR_USERNAME,False,True,True,True,2,2,2,True,5,Correct tool and flag; username placeholder is appropriate as input_text does not specify a user.
