prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
Download a file from https://example.com/file.zip and save it as file.zip.,curl -L -o file.zip https://example.com/file.zip,curl -L -o file.zip https://example.com/file.zip,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct output filename and URL; fully matches expected."
Extract the contents of archive.tar.bz2 into the current directory.,tar xjf archive.tar.bz2,tar -xjvf archive.tar.bz2,False,True,True,True,2,2,2,True,5,Correct tool and flags; the 'v' flag for verbose is optional and not required by the input_text.
"Show the differences between two configuration files, config1.cfg and config2.cfg, ignoring whitespace changes.",diff -Naur config1.cfg config2.cfg,diff -w config1.cfg config2.cfg,False,True,True,True,0,2,0,True,1,The -Naur flags are not correct for ignoring whitespace; the -w flag is required but missing.
Print the current date and time in ISO 8601 format.,"date -u +""%Y-%m-%dT%H:%M:%S%z""",date --iso-8601=seconds,False,True,True,True,1,1,2,True,4,Correct tool but uses a custom format instead of the --iso-8601=seconds flag; both are valid but the expected command is more concise.
Create a new user named devuser with a home directory and default shell /bin/bash.,sudo useradd -m -s /bin/bash devuser,sudo useradd -m -s /bin/bash devuser,True,True,True,True,2,2,2,True,5,"Correct tool, flags, and arguments; all constraints are honored."
Change the permissions of script.sh to be executable by the owner only.,chmod 700 script.sh,chmod 700 script.sh,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments to set permissions as specified."
"Append the line ""export PATH=$PATH:/opt/tools"" to the end of ~/.bashrc if it is not already present.","grep -qxF ""export PATH=$PATH:/opt/tools"" ~/.bashrc || echo -e '\nexport PATH=$PATH:/opt/tools' >> ~/.bashrc",grep -qxF 'export PATH=$PATH:/opt/tools' ~/.bashrc || echo 'export PATH=$PATH:/opt/tools' >> ~/.bashrc,False,True,True,True,2,2,2,True,4,Correct approach but uses \n which is unnecessary; the command is safe and meets constraints.
List the 5 most memory‑intensive processes sorted descending.,"ps -eo pid,vsz,cmd | sort -k 2 -nr | head -5",ps aux --sort=-%mem | head -n 6,False,True,True,True,1,2,1,True,3,"Correct tool and approach but uses vsz instead of %mem for memory sorting, which may not match the exact metric requested."
Show the current IPv4 routing table.,ip route show table all,ip -4 route show,False,True,True,True,1,1,1,True,3,The command shows all tables instead of just IPv4; the -4 flag is needed to enforce IPv4.
Convert all .wav audio files in the music directory to .mp3 at 192k bitrate using ffmpeg.,"find music -name ""*.wav"" -execdir ffmpeg -i {} -b:a 192k -vn {}.mp3 \;","for f in music/*.wav; do ffmpeg -i ""$f"" -b:a 192k ""${f%.wav}.mp3""; done",False,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct args; uses find with -execdir to process all .wav files in the music directory and converts them to .mp3 with 192k bitrate."
Generate a random 16‑character alphanumeric password and copy it to the clipboard (Linux with xclip).,openssl rand -base64 16 | xclip -selection clipboard,tr -dc A-Za-z0-9 </dev/urandom | head -c16 | xclip -selection clipboard,False,True,True,True,2,2,2,True,4,Uses openssl instead of tr; both are valid but tr is more direct for alphanumeric. Correctly uses xclip and meets the constraint of copying to clipboard.
Schedule a cron job to run /usr/local/bin/backup.sh at 2 am every Sunday.,"echo ""0 2 * * 0 /usr/local/bin/backup.sh"" | crontab -","(crontab -l 2>/dev/null; echo ""0 2 * * 0 /usr/local/bin/backup.sh"") | crontab -",False,True,True,True,2,2,2,True,4,"Correct tool and syntax, but does not check existing crontab to avoid overwriting; however, the command still accomplishes the task."
"Display the size of each subdirectory in the current folder, sorted largest first.",du -h --max-depth=1 | sort -rh,du -sh */ | sort -hr,False,True,True,True,1,1,2,True,4,Uses correct tool and flags but --max-depth=1 is less precise than */ for subdirectories; sort -rh is correct but expected uses -hr.
"Find and kill all processes containing the string ""node"" in their command line.",ps aux | grep -i node | awk '{print $2}' | xargs kill -9,pkill -f node,False,True,True,True,2,2,2,True,5,"Uses correct tool (pkill) and flag (-f) but the produced command uses a longer method with ps, grep, awk, xargs which is less efficient but still correct."
Show the amount of free memory in megabytes.,free -m | awk '/Mem:/ {print $4}',free -m | awk '/Mem:/ {print $4}',True,True,True,True,2,2,2,True,5,Correct tool and command structure; uses free -m and awk to extract the correct value in MB.
Create a symbolic link named latest.log pointing to /var/log/app.log.,sudo ln -s /var/log/app.log /var/log/latest.log,ln -s /var/log/app.log latest.log,False,True,True,True,2,0,0,True,1,"Correct tool and flags but incorrect target path; latest.log should be in current directory, not /var/log."
List all open TCP ports and the processes that own them.,"ss -tunap | awk '$9 ~ /ESTABLISHED/ {print $5, $6}' | xargs -n 2 ps -o pid,cmd",sudo lsof -iTCP -sTCP:LISTEN -P -n,False,True,True,True,1,1,1,True,3,"Uses ss and awk to list TCP ports and processes, but does not explicitly list all open TCP ports and their owning processes as expected. Safety is maintained but tool and method differ from expected."
"Compress the file largefile.bin using gzip, keeping the original file.",gzip -k largefile.bin,gzip -c largefile.bin > largefile.bin.gz,False,True,True,True,2,2,2,True,5,Correct tool and flag (-k) to keep original file; args correct as input specifies 'largefile.bin'.
"Display the first occurrence of the word ""FAIL"" in the log file system.log, along with its line number.","grep -n ""FAIL"" system.log | head -1","grep -n ""FAIL"" system.log | head -n 1",False,True,True,True,2,2,2,True,5,"Correct tool and flags; uses head -1 which is equivalent to head -n 1, so args and constraints are satisfied."
Show a summary of CPU usage per core.,mpstat -P ALL 1 5,mpstat -P ALL 1 1,False,True,True,True,2,1,1,True,3,"The command uses 5 intervals which may not match the expected 1 interval, but the tool and flags are correct."
Copy the directory /var/www/html to /backup/www preserving permissions and timestamps.,sudo cp -a /var/www/html /backup/www,rsync -a /var/www/html/ /backup/www/,False,True,True,False,2,2,2,True,3,Uses 'cp' instead of 'rsync' which is more appropriate for preserving permissions and timestamps; correct flags but tool choice is suboptimal.
List all Docker containers (running and stopped) with their status.,docker ps -a,"docker ps -a --format ""{{.ID}}\t{{.Names}}\t{{.Status}}""",False,True,True,True,2,1,1,True,3,"Correct tool and flag to list all containers, but lacks formatting to display status as requested."
Pull the latest version of the nginx image from Docker Hub.,docker pull nginx,docker pull nginx:latest,False,True,True,True,2,1,2,True,4,"Command is correct but missing the ':latest' tag, which is implied but not explicitly specified in the input_text."
"Show the environment variables that contain the word ""PATH"".",env | grep PATH,env | grep PATH,True,True,True,True,2,2,2,True,5,Correct tool and command to show environment variables containing 'PATH'.
Create a 1 GB file filled with zeros named zero.img.,fallocate -l 1G zero.img,dd if=/dev/zero of=zero.img bs=1M count=1024,False,True,True,True,2,2,2,True,4,"Correct tool and flag for creating a zero-filled file, but uses fallocate instead of dd as expected. Both are valid but expected uses dd."
Display the last 5 commit messages in the current Git repository.,git log -5 --oneline,"git log -5 --pretty=format:""%h %s""",False,True,True,True,2,2,1,True,4,"Correct tool and flag for showing last 5 commits, but --oneline is less detailed than expected format."
"Switch to the branch feature/login in Git, creating it if it does not exist.",git checkout -b feature/login,git checkout -B feature/login,False,True,True,True,2,2,2,True,5,"Uses -b flag which creates and switches to the branch, matching the input_text requirement. Expected used -B which is incorrect for this task."
Show the total number of lines of code (excluding blank lines) in the src directory for *.c and *.h files.,"wc -l <(find src -name ""*.c"" -o -name ""*.h"" | xargs cat) | awk '{print $1}'","find src -type f \( -name ""*.c"" -o -name ""*.h"" \) -exec cat {} + | grep -v '^\s*$' | wc -l",False,True,True,True,1,2,0,True,2,"Uses find and xargs to process files but does not exclude blank lines as required, leading to incorrect line count."
Display the current SELinux mode.,sestatus,getenforce,False,True,True,True,2,2,2,True,5,Correct tool but not the expected command; sestatus is valid but getenforce is also correct and more direct for the task.
Set the system timezone to UTC.,sudo timedatectl set-timezone UTC,sudo timedatectl set-timezone UTC,True,True,True,True,2,2,2,True,5,Correct tool and flag used to set the timezone to UTC as specified.
List the top 10 largest files in /var/log.,find /var/log -type f -exec ls -lS {} + | head -10,find /var/log -type f -exec du -h {} + | sort -rh | head -n 10,False,True,True,True,1,2,2,True,3,Uses ls -lS which lists by size but does not sort numerically; du -h is more accurate for file sizes.
Show a progress bar while copying a large directory using rsync.,rsync -av --progress large_dir/ user@host:/destination/,rsync -a --info=progress2 /source/ /dest/,False,True,True,True,2,1,2,True,4,"Correct tool with --progress flag for progress bar, but expected uses --info=progress2 which is also valid; args differ but both are correct."
Print the hostname of the machine in uppercase.,hostname | tr 'a-z' 'A',hostname | tr '[:lower:]' '[:upper:]',False,True,True,True,2,1,1,True,3,"Uses 'a-z' instead of '[:lower:]' for case conversion, which may not cover all lowercase letters correctly."
Check whether port 443 on remote host example.com is open.,ssh -O exec example.com 'nc -zv 443',nc -zvw3 example.com 443,False,True,True,True,0,0,0,True,1,Uses ssh and nc but the command is unnecessarily complex; correct tool but wrong approach with ssh -O exec.
Generate a SHA‑256 checksum for the file archive.tar.gz and save it to archive.sha256.,sha256sum archive.tar.gz > archive.sha256,sha256sum archive.tar.gz > archive.sha256,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and correct output file specified."
List all files in /tmp that have not been accessed in the last 30 days.,find /tmp -atime +30,find /tmp -type f -atime +30,False,True,True,True,1,2,1,True,3,"Missing -type f flag which ensures only files are listed, not directories."
Display the current user's UID and GID.,id -u,id -u && id -g,False,True,True,True,2,2,1,True,3,"Only retrieves UID, missing the GID as requested in the input_text."
"Create a new Bash function named greet that prints ""Hello, $1!"" and add it to ~/.bashrc.","greet() { echo ""Hello, $1!"" }","echo -e '\nfunction greet() { echo ""Hello, $1!""; }' >> ~/.bashrc",False,True,False,True,0,0,0,True,1,Command defines the function but does not append it to ~/.bashrc as required; syntax is invalid due to missing quotes or redirection.
Show the version of the installed Python interpreter.,python3 --version,python3 --version,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show Python version.
Convert the text file data.txt to uppercase and save as data_upper.txt.,tr 'a-z' 'A-Z' < data.txt > data_upper.txt,tr '[:lower:]' '[:upper:]' < data.txt > data_upper.txt,False,True,True,True,2,2,2,True,5,"Correct tool and approach, but uses explicit character ranges instead of character classes; still functionally correct."
List all mounted filesystems of type ext4.,mount | grep ext4,mount | grep 'type ext4',False,True,True,True,1,2,1,True,3,"The command is correct but lacks the 'type' keyword, which may lead to incorrect matches if other lines contain 'ext4' in different contexts."
Display the last 100 lines of the Apache error log and follow new entries in real time.,"tail -f /var/log/apache2/error.log | grep -i ""error""",tail -n 100 -f /var/log/apache2/error.log,False,True,True,True,1,1,0,True,2,"The command misses the -n 100 flag to display the last 100 lines, and adds an unnecessary grep filter not mentioned in the input."
Create a temporary file securely and print its name.,mktemp,tempfile=$(mktemp) && echo $tempfile,False,True,True,True,2,0,0,True,2,Command is incomplete as it does not print the name of the temporary file created.
Show the current kernel version.,uname -r,uname -r,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show the current kernel version.
"Replace tabs with four spaces in the file script.py, editing the file in place.",expand -t4 script.py,sed -i 's/\t/    /g' script.py,False,True,True,True,2,2,2,True,5,"Correct tool and flag for replacing tabs with spaces, but the command uses 'expand' which may not handle all edge cases; however, it meets the input requirements."
Find duplicate files (by checksum) in the directory ~/documents and list them.,md5sum ~/documents/* | sort | uniq -d,fdupes -r ~/documents,False,True,True,True,2,2,2,True,4,Uses md5sum and pipes to sort/uniq -d which is a valid approach but not the most efficient or direct tool for finding duplicates.
Schedule a system shutdown in 15 minutes with a custom message.,"sudo shutdown -h +15 ""Goodbye!""","sudo shutdown +15 ""System will shut down in 15 minutes""",False,True,True,True,2,1,1,True,3,"Correct tool and flag for shutdown, but the message is not the custom one specified in the input_text."
List all users on the system who have UID greater than or equal to 1000.,awk -F: '$3 >= 1000 {print $1}' /etc/passwd,awk -F: '$3>=1000 {print $1}' /etc/passwd,False,True,True,True,2,2,2,True,5,Correct tool and logic; minor spacing difference in the condition does not affect functionality.
Show the amount of free space on the root partition in gigabytes.,df -h | awk '/\/$/ {print $4}',df -h / | awk 'NR==2 {print $4}',False,True,True,True,2,1,1,True,4,Correct tool and approach but uses a less precise method; the constraint of showing only the root partition is partially honored.
"Create a zip archive named project.zip containing the contents of the folder project/, excluding any .git directories.","zip -r project.zip project/ --exclude=""*.git""","zip -r project.zip project/ -x ""*/.git/*""",False,True,True,True,2,2,2,True,5,Correct tool and flags; uses --exclude which is functionally equivalent to -x for excluding .git directories.
Display the current shell's exit status of the last command.,echo $?,echo $?,True,True,True,True,2,2,2,True,5,Correct tool and command to display the exit status of the last command.
"Search for the pattern ""^ERROR"" at the beginning of lines in log.txt and count matches.","grep -c ""^ERROR"" log.txt","grep -c ""^ERROR"" log.txt",True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument, and all constraints are honored."
List all symbolic links in /usr/local/bin and show their targets.,readlink -f /usr/local/bin/*,find /usr/local/bin -type l -ls,False,True,True,True,0,0,0,True,1,The command uses readlink but does not correctly list all symbolic links and their targets; find with -type l is more appropriate.
Set the environment variable JAVA_HOME to /usr/lib/jvm/java-11-openjdk and export it for the current session.,export JAVA_HOME=/usr/lib/jvm/java-11-openjdk,export JAVA_HOME=/usr/lib/jvm/java-11-openjdk,True,True,True,True,2,2,2,True,5,Correct command that sets and exports the JAVA_HOME variable as required.
Show the current working directory,pwd,pwd,True,True,True,True,2,2,2,True,5,"Correct tool, no flags needed, no arguments required, and no constraints to honor."
"List all files, including hidden ones, in the current directory",ls -A,ls -a,False,True,True,True,2,2,2,True,5,"Correct tool and flag for listing all files including hidden ones, though -A is equivalent to -a in most cases."
Display detailed information for files in the /var/log directory,ls -l /var/log,ls -lh /var/log,False,True,True,True,1,2,1,True,4,"Missing -h flag for human-readable file sizes, which is a common expectation for detailed information."
Find all .txt files recursively from the current directory,"find . -name ""*.txt""","find . -type f -name ""*.txt""",False,True,True,True,1,2,1,True,3,"Missing -type f flag which ensures only files are matched, not directories or other file types."
Search for the word 'ERROR' in syslog and show line numbers,"grep -n ""ERROR"" /var/log/syslog","grep -n ""ERROR"" /var/log/syslog",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the first 10 lines of the file /etc/passwd,head -10 /etc/passwd,head -n 10 /etc/passwd,False,True,True,True,2,2,2,True,5,Correct tool and flag; both -10 and -n 10 are valid for showing first 10 lines.
Show the last 20 lines of the file /var/log/syslog,tail -20 /var/log/syslog,tail -n 20 /var/log/syslog,False,True,True,True,2,2,2,True,5,"Correct tool and argument; -20 is equivalent to -n 20 in tail, so flags are correct."
Display the current user's username,whoami,whoami,True,True,True,True,2,2,2,True,5,Correct tool and no flags needed; fully satisfies the input_text requirement.
Show disk usage of the /home directory in human readable format,df -h /home,du -sh /home,False,True,True,False,0,1,0,True,1,"Uses df instead of du, which is the correct tool for showing disk usage of a directory in human readable format."
Show a tree view of the current directory up to depth 2,tree -L 2,tree -L 2,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show tree view up to depth 2.
Count the number of lines in the file /etc/passwd,wc -l /etc/passwd,wc -l < /etc/passwd,False,True,True,True,2,2,2,True,5,Correct tool and argument; both commands are functionally equivalent but the produced command is slightly less precise than the expected.
Show the current date and time in ISO 8601 format,"date -u +""%Y-%m-%dT%H:%M:%S%z""",date --iso-8601=seconds,False,True,True,True,1,1,2,True,4,Correct tool but uses a custom format instead of the --iso-8601=seconds flag; both are valid but the expected command is more direct.
Create a compressed tar archive named backup.tar.gz of the /etc directory,tar -czf backup.tar.gz /etc,tar -czf backup.tar.gz /etc,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Extract the archive backup.tar.gz into the current directory,tar -xzf backup.tar.gz,tar -xzf backup.tar.gz,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments; matches expected exactly."
Show the IP addresses of all network interfaces,"ifconfig | grep -E ""([0-9]{1,3}\.){3}[0-9]{1,3}"" | grep -v 127.0.0.1 | grep -v lo | awk '{print $2}' | cut -d: -f1",ip -brief address,False,True,True,True,0,0,2,True,3,Uses ifconfig and complex pipes instead of the more direct 'ip' command; correct but not optimal tool usage.
Display the process tree for the current user,pstree -u $USER,pstree -u $USER,True,True,True,True,2,2,2,True,5,Correct tool and flag usage with proper argument for current user.
Monitor real-time changes to the file /var/log/syslog,inotifywait -m -e modify /var/log/syslog,tail -f /var/log/syslog,False,True,True,True,2,2,2,True,5,"Correct tool (inotifywait) and flag (-e modify) for monitoring changes, but expected uses tail -f which is also valid. Both commands are correct but differ in approach."
Find all files larger than 100 MB in /var and delete them after confirmation,sudo find /var -type f -size +100M -exec rm {} \;,find /var -type f -size +100M -exec rm -i {} \;,False,True,True,True,1,2,1,False,2,"Uses -exec rm without -i for confirmation, missing the 'after confirmation' constraint."
Replace all occurrences of 'foo' with 'bar' in file config.txt and save changes in-place,sed -i 's/foo/bar/g' config.txt,sed -i 's/foo/bar/g' config.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the 5 most memory‑intensive processes,ps aux --sort=-%mem | head -5,ps aux --sort=-%mem | head -n 6,False,True,True,True,2,1,1,True,4,"Correct tool and flag for sorting by memory, but 'head -5' shows 5 lines while 'head -n 6' would include the header, which is a minor discrepancy."
Display the current shell's environment variables sorted alphabetically,env | sort,printenv | sort,False,True,True,True,2,2,2,True,5,Uses 'env' instead of 'printenv' but both achieve the same result; correct approach with sorting.
Download the file from https://example.com/file.txt to /tmp using curl and show progress,curl -# -o /tmp/file.txt https://example.com/file.txt,curl -O --progress-bar https://example.com/file.txt,False,True,True,True,1,1,1,True,3,Uses -# for progress but -O would save with original name; output path constraint is ignored.
Upload local file report.pdf to https://example.com/upload using wget,wget --post-file report.pdf https://example.com/upload,wget --method=PUT --body-file=report.pdf https://example.com/upload,False,True,True,True,1,2,2,True,3,Uses --post-file which may not be correct for upload; expected uses --method=PUT and --body-file for clarity and correctness.
Create a new user named alice with a home directory and default shell /bin/bash,sudo useradd -m -s /bin/bash alice,sudo useradd -m -s /bin/bash alice,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Add the current user to the sudo group,sudo usermod -aG sudo YOUR_USERNAME,sudo usermod -aG sudo $USER,False,True,True,True,2,1,2,True,4,"Correct tool and flag, but uses placeholder YOUR_USERNAME instead of $USER which is more appropriate for the current user."
Show the difference between file1.txt and file2.txt ignoring whitespace changes,diff -b file1.txt file2.txt,diff -w file1.txt file2.txt,False,True,True,True,1,2,2,True,4,"Uses -b flag which ignores whitespace changes, but expected -w flag. Both are valid but -w is more precise for ignoring whitespace."
List all listening TCP ports with their associated processes,ss -tlnp,sudo ss -tlnp,False,True,True,True,2,2,1,True,4,Correct tool and flags but lacks sudo which may be needed for process info depending on permissions.
Display the last 5 commands from the shell history,history 5,history | tail -n 5,False,True,True,True,2,2,2,True,5,Correct tool and approach; 'history 5' is a valid and direct way to display the last 5 commands.
Schedule a script backup.sh to run daily at 2 am using cron,"echo ""0 2 * * * /home/user/backup.sh"" | crontab -","(crontab -l 2>/dev/null; echo ""0 2 * * * /path/to/backup.sh"") | crontab -",False,True,True,True,2,1,1,True,3,"Correct tool and flag, but uses hardcoded path instead of placeholder; misses merging with existing cron jobs."
Show the size of each subdirectory in /var sorted by size descending,du -h --max-depth=1 /var | sort -rh,du -sh /var/* | sort -hr,False,True,True,True,2,2,2,True,5,Correct tool and approach but --max-depth=1 is not needed as /var/* limits to immediate subdirectories; expected command is functionally equivalent.
Find all symbolic links in the current directory and list their targets,ls -s $(find . -type l),find . -type l -ls,False,True,True,True,0,0,0,False,1,Incorrect approach: ls -s with find output is unsafe and incorrect; find . -type l -ls is the correct command to list symlink targets.
Compress all .log files in /var/log into a single zip archive logs.zip,"find /var/log -name ""*.log"" -exec gzip {} + | zip logs.zip -",zip logs.zip /var/log/*.log,False,True,True,True,2,2,2,True,4,"Uses gzip and pipe to zip, but expected uses zip directly; both are valid but expected is more direct."
Extract only the file config.yaml from archive settings.tar.gz,tar -xzf settings.tar.gz config.yaml,tar -xzf settings.tar.gz config.yaml,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct argument to extract only config.yaml from the archive."
Show the CPU usage per core in real time,sar -u -n CPU 1,mpstat -P ALL 1,False,True,True,True,2,2,2,True,4,Uses sar instead of mpstat; both can show CPU usage but sar may not be the most direct tool for real-time per-core usage.
List all installed packages on an Ubuntu system,dpkg --list,dpkg -l,False,True,True,True,2,2,2,True,5,Correct tool and flag; both 'dpkg --list' and 'dpkg -l' are valid commands for listing installed packages.
Search the manual pages for commands related to networking,apropos -s network networking,apropos network,False,True,True,True,1,2,2,True,4,"The command uses -s flag which is not needed, but the tool and args are correct."
Print the first 3 columns of /etc/passwd separated by commas,"cut -d: -f1,3,6 /etc/passwd | tr : ,","cut -d ':' -f1,3,5 /etc/passwd | tr ':' ','",False,True,True,True,1,0,0,True,1,"Incorrect fields selected (used 1,3,6 instead of 1,3,5) and incorrect delimiter replacement (used : instead of the correct delimiter)."
Create an empty file named placeholder.txt only if it does not already exist,touch placeholder.txt,touch placeholder.txt,True,True,True,True,2,2,2,True,5,Correct tool and command; creates the file only if it does not exist as required.
Rename all *.jpeg files in the current directory to have a .jpg extension,rename 's/\.jpeg$/.jpg/' *.jpeg,"for f in *.jpeg; do mv ""$f"" ""${f%.jpeg}.jpg""; done",False,True,True,True,2,2,2,True,5,"Uses the correct tool (rename) with the correct flag and argument to replace .jpeg with .jpg, fulfilling the task and constraints."
Display the current system load averages,uptime,cat /proc/loadavg,False,True,True,True,2,2,2,True,5,"Correct tool 'uptime' is used, but 'cat /proc/loadavg' is also a valid alternative. The command is correct and meets the input requirement."
Show the top 10 most frequently used commands from history,history | awk '{print $2}' | sort | uniq -c | sort -rn | head -10,"history | awk '{CMD[$2]++} END {for (c in CMD) print CMD[c] "" "" c}' | sort -nr | head -n 10",False,True,True,True,2,2,1,True,4,Correct tool and approach but uses a less efficient method; does not fully meet the constraint of showing the top 10 most frequently used commands.
Check if port 8080 is open on localhost,nc -zv localhost 8080,nc -zv 127.0.0.1 8080,False,True,True,True,2,2,2,True,5,Correct tool and flags; 'localhost' is functionally equivalent to '127.0.0.1' in this context.
Print the current kernel version,uname -r,uname -r,True,True,True,True,2,2,2,True,5,Correct tool and flag used to print the current kernel version.
Display the amount of free and used memory in megabytes,free -m,free -m,True,True,True,True,2,2,2,True,5,Correct tool and flag used to display memory in megabytes as requested.
Convert the file data.txt from DOS to Unix line endings,unix2dos data.txt,dos2unix data.txt,False,True,True,False,0,2,2,True,1,Uses unix2dos instead of dos2unix which is the correct tool for converting DOS to Unix line endings.
Show the last login time for user bob,who | grep bob,last -n 1 bob,False,True,True,False,0,0,0,True,1,Uses 'grep' instead of 'last' which is the correct tool for showing login times; misses the specific constraint of showing the last login.
"Create a directory tree ~/projects/{app,lib,tests} in one command","mkdir -p ~/projects/{app,lib,tests}","mkdir -p ~/projects/{app,lib,tests}",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct args; fully honors the input_text constraint."
Append the text 'Completed' to the end of the file notes.md,"echo ""Completed"" >> notes.md","echo ""Completed"" >> notes.md",True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
"List all files in /etc sorted by modification time, newest first",find /etc -type f -printf '%T+ %p\n' | sort -r,ls -lt /etc,False,True,True,True,2,2,2,True,4,Uses find and sort which is functionally equivalent to ls -lt but not the most direct method; correct tool and approach but not the expected command.
Find all Python files that contain the string 'TODO' and print their filenames,"grep -rl ""TODO"" src","grep -rl ""TODO"" --include=*.py .",False,True,True,True,1,1,0,True,3,Correct tool and flag for recursive search but misses --include=*.py to filter Python files as required.
Show a summary of disk usage for each mounted filesystem,df -h,df -h,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show disk usage summary for each mounted filesystem.
Set the executable permission for all shell scripts in the current directory,chmod +x `ls -1 *.sh`,chmod +x *.sh,False,True,True,True,2,0,1,False,2,Uses a subshell with ls which is unsafe and unnecessary; correct command is simpler and safer.
Display the environment variable PATH with each directory on a new line,echo $PATH | tr ':' '\n',echo $PATH | tr ':' '\n',True,True,True,True,2,2,2,True,5,Correct tool and command; splits PATH by colon and replaces with newlines as requested.
Create a symbolic link named latest.log pointing to /var/log/app.log,sudo ln -s /var/log/app.log /var/log/latest.log,ln -s /var/log/app.log latest.log,False,True,True,True,2,0,0,True,1,"Correct tool and flags but incorrect target path; latest.log should be in current directory, not /var/log."
"Print the current date in the format 'Day, DD Month YYYY'","date +""%A, %d %B %Y""","date ""+%A, %d %B %Y""",False,True,True,True,2,2,2,True,5,Correct tool and format flags; uses double quotes correctly to preserve formatting.
Show the difference between the two branches master and feature using git,git diff master feature,git diff master..feature,False,True,True,True,2,1,2,True,4,"Correct tool and flag, but the argument format is slightly off (missing '..' between branches)."
List the 10 largest files in the home directory,du -a ~/. | sort -n -r | head -10,find ~ -type f -exec du -h {} + | sort -hr | head -n 10,False,True,True,True,1,1,1,True,3,"Uses du and sort correctly but does not explicitly list files, may include directories, and lacks -h for human-readable sizes."
"Combine the contents of file1.txt and file2.txt into a new file combined.txt, removing duplicate lines",cat file1.txt file2.txt | sort -u > combined.txt,cat file1.txt file2.txt | sort | uniq > combined.txt,False,True,True,True,2,2,2,True,5,"Uses sort -u which is equivalent to sort | uniq, so correct approach but flags are not explicitly mentioned. Args are correct."
